,plant_name,plant_place,plant_grow_tmp_code,plant_grow_tmp,plant_req_sun,plant_manage_code,plant_manage,plant_water_spring_code,plant_water_spring,plant_water_summer_code,plant_water_summer,plant_water_autumn_code,plant_water_autumn,plant_water_winter_code,plant_water_winter,plant_soil,plant_humidity_code,plant_humidity
163,칼랑코에,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,"포름알데히드, 자일렌",083002,40 ~ 70%
164,커피나무,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
165,켄챠야자,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,"포름알데히드, 벤젠, 톨루엔, 자일렌, 트리클로로 에틸렌",083002,40 ~ 70%
166,코르딜리네 레드에지,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
167,크로톤,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
168,크로톤,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
169,크립탄서스,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
170,클레마티스,발코니 창측 (실내깊이 0~50cm),082003,21~25℃,"높은 광도(1,500~10,000 Lux)",089002,경험자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,,
171,털달개비,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"높은 광도(1,500~10,000 Lux)",089002,경험자,053004,화분 흙 대부분 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
172,털머위,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
173,테이블야자,"실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053004,화분 흙 대부분 말랐을때 충분히 관수함,"포름알데히드, 벤젠, 톨루엔, 트리클로로 에틸렌, 암모니아",083002,40 ~ 70%
174,톨미아,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,,,,,,,,,,083002,40 ~ 70%
175,틸란드시아,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
176,파키라,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
177,파피오페딜럼,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux)",089003,전문가,053004,화분 흙 대부분 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083003,70% 이상
178,팔레놉시스(호접란),"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089003,전문가,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
179,팔손이나무,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
180,팬더 고무나무,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
181,팻츠헤데라,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
182,페페로미아 오브투시폴리아,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
183,페페로미아 클루시폴리아,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
184,페페로미아 푸테올라타,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
185,포인세티아,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"높은 광도(1,500~10,000 Lux)",089002,경험자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
186,폴리시아스,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
187,푸밀라고무나무,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",,,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
188,프테리스,"실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,083003,70% 이상
189,피라칸사,"발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"높은 광도(1,500~10,000 Lux)",089002,경험자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
190,피토니아 핑크스타,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
191,피토니아 화이트스타,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
192,픽투라툼 접란,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
193,"필레아 글라우카(타라, 블루체인)","거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
194,필로덴드론 '선라이트',"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
195,필로덴드론 '제나두',"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
196,필로덴드론 고엘디,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
197,필로덴드론 레몬라임,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
198,필로덴드론 셀로움,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
199,필로덴드론 옥시카르디움,"실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
200,필로덴드론 콩고,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
201,해마리아,"실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089003,전문가,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
202,행운목,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
203,헤미오니티스(하트펀),"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,083003,70% 이상
204,헤테로파낙스 프라그란스 (해피트리),"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
205,협죽도,"발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
206,형광스킨답서스,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
207,호야,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
208,호야 엑소티카,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,,,,,,,,,,083002,40 ~ 70%
209,호주매,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"높은 광도(1,500~10,000 Lux)",089002,경험자,053004,화분 흙 대부분 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
210,홀리아페페로미아,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,,,,,,,,,,083002,40 ~ 70%
211,황금마삭줄,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
212,황금죽,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,"포름알데히드, 벤젠, 톨루엔, 자일렌, 트리클로로 에틸렌",083002,40 ~ 70%
213,후피향나무,"발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
214,흰꽃나도사프란,"발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"높은 광도(1,500~10,000 Lux)",089001,초보자,053004,화분 흙 대부분 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
215,흰줄무늬달개비(트라데스칸티아),"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
216,히포에스테스,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
